CID,SID
39,3916
106,3916
68,3916
85,3916
124,3917
139,3917
90,3917
135,3917
96,3918
50,3918
42,3918
48,3918
136,3919
136,3919
50,3919
23,3919
78,3920
65,3920
19,3920
57,3920
45,3921
142,3921
5,3921
21,3921
87,3922
22,3922
36,3922
115,3922
5,3923
97,3923
79,3923
63,3923
12,3924
68,3924
21,3924
14,3924
9,3925
41,3925
82,3925
145,3925
141,3926
87,3926
89,3926
95,3926
86,3927
76,3927
7,3927
47,3927
99,3928
65,3928
13,3928
68,3928
129,3929
52,3929
87,3929
65,3929
88,3930
101,3930
117,3930
123,3930
104,3931
71,3931
109,3931
32,3931
46,3932
35,3932
73,3932
57,3932
99,3933
141,3933
126,3933
77,3933
13,3934
141,3934
14,3934
79,3934
88,3935
30,3935
134,3935
111,3935
90,3936
57,3936
144,3936
12,3936
109,3937
62,3937
47,3937
76,3937
73,3938
138,3938
130,3938
148,3938
19,3939
22,3939
84,3939
9,3939
147,3940
80,3940
124,3940
115,3940
85,3941
33,3941
36,3941
93,3941
74,3942
8,3942
73,3942
30,3942
82,3943
36,3943
64,3943
19,3943
29,3944
144,3944
67,3944
5,3944
43,3945
83,3945
140,3945
37,3945
99,3946
32,3946
37,3946
134,3946
87,3947
92,3947
21,3947
21,3947
126,3948
65,3948
130,3948
94,3948
121,3949
125,3949
107,3949
148,3949
135,3950
65,3950
40,3950
127,3950
55,3951
27,3951
60,3951
92,3951
114,3952
140,3952
137,3952
75,3952
93,3953
80,3953
57,3953
75,3953
32,3954
32,3954
34,3954
37,3954
105,3955
118,3955
91,3955
60,3955
35,3956
141,3956
41,3956
101,3956
86,3957
66,3957
91,3957
74,3957
60,3958
144,3958
95,3958
59,3958
74,3959
47,3959
146,3959
82,3959
119,3960
65,3960
123,3960
88,3960
72,3961
46,3961
122,3961
54,3961
109,3962
105,3962
42,3962
106,3962
33,3963
144,3963
44,3963
45,3963
103,3964
35,3964
42,3964
98,3964
19,3965
60,3965
11,3965
113,3965
64,3966
104,3966
3,3966
131,3966
86,3967
142,3967
138,3967
79,3967
66,3968
22,3968
114,3968
83,3968
26,3969
31,3969
38,3969
53,3969
67,3970
27,3970
21,3970
128,3970
110,3971
124,3971
126,3971
113,3971
9,3972
27,3972
140,3972
13,3972
114,3973
114,3973
13,3973
65,3973
21,3974
110,3974
67,3974
108,3974
14,3975
43,3975
18,3975
15,3975
104,3976
134,3976
106,3976
23,3976
16,3977
51,3977
26,3977
73,3977
128,3978
88,3978
45,3978
25,3978
59,3979
53,3979
20,3979
89,3979
55,3980
77,3980
91,3980
71,3980
107,3981
87,3981
19,3981
39,3981
23,3982
63,3982
94,3982
97,3982
31,3983
54,3983
73,3983
94,3983
65,3984
97,3984
94,3984
138,3984
117,3985
98,3985
66,3985
97,3985
86,3986
39,3986
47,3986
103,3986
79,3987
42,3987
81,3987
71,3987
46,3988
75,3988
15,3988
13,3988
48,3989
34,3989
125,3989
123,3989
31,3990
60,3990
101,3990
29,3990
81,3991
76,3991
5,3991
144,3991
137,3992
30,3992
84,3992
60,3992
42,3993
111,3993
103,3993
36,3993
91,3994
78,3994
142,3994
68,3994
110,3995
121,3995
58,3995
104,3995
110,3996
125,3996
18,3996
107,3996
2,3997
42,3997
95,3997
94,3997
113,3998
59,3998
45,3998
141,3998
81,3999
50,3999
25,3999
103,3999
62,4000
69,4000
90,4000
142,4000
4,4001
4,4001
112,4001
73,4001
60,4002
69,4002
147,4002
41,4002
69,4003
115,4003
145,4003
58,4003
129,4004
111,4004
40,4004
12,4004
14,4005
10,4005
71,4005
17,4005
128,4006
123,4006
147,4006
66,4006
56,4007
143,4007
41,4007
147,4007
40,4008
1,4008
11,4008
1,4008
86,4009
63,4009
128,4009
38,4009
41,4010
129,4010
37,4010
90,4010
8,4011
65,4011
7,4011
76,4011
11,4012
80,4012
103,4012
129,4012
109,4013
23,4013
12,4013
24,4013
1,4014
127,4014
13,4014
107,4014
19,4015
15,4015
141,4015
79,4015
84,4016
55,4016
97,4016
38,4016
99,4017
65,4017
73,4017
116,4017
84,4018
135,4018
10,4018
59,4018
7,4019
143,4019
55,4019
14,4019
20,4020
98,4020
44,4020
16,4020
111,4021
144,4021
133,4021
119,4021
124,4022
73,4022
4,4022
41,4022
3,4023
8,4023
129,4023
56,4023
22,4024
80,4024
84,4024
85,4024
70,4025
26,4025
127,4025
108,4025
78,4026
51,4026
147,4026
139,4026
72,4027
82,4027
24,4027
61,4027
137,4028
121,4028
28,4028
90,4028
88,4029
49,4029
70,4029
72,4029
113,4030
58,4030
87,4030
34,4030
60,4031
31,4031
96,4031
96,4031
8,4032
96,4032
78,4032
138,4032
141,4033
65,4033
73,4033
137,4033
116,4034
36,4034
89,4034
146,4034
61,4035
38,4035
38,4035
78,4035
69,4036
143,4036
87,4036
80,4036
26,4037
55,4037
85,4037
141,4037
96,4038
4,4038
105,4038
27,4038
142,4039
79,4039
128,4039
143,4039
21,4040
95,4040
107,4040
136,4040
63,4041
108,4041
107,4041
103,4041
82,4042
12,4042
76,4042
128,4042
31,4043
51,4043
26,4043
81,4043
32,4044
107,4044
34,4044
1,4044
99,4045
147,4045
56,4045
102,4045
140,4046
3,4046
17,4046
147,4046
85,4047
6,4047
124,4047
36,4047
47,4048
101,4048
140,4048
95,4048
107,4049
75,4049
73,4049
90,4049
84,4050
124,4050
2,4050
100,4050
120,4051
52,4051
129,4051
77,4051
118,4052
7,4052
20,4052
14,4052
54,4053
82,4053
120,4053
108,4053
79,4054
57,4054
100,4054
45,4054
92,4055
112,4055
68,4055
10,4055
131,4056
92,4056
80,4056
76,4056
141,4057
108,4057
96,4057
90,4057
63,4058
51,4058
104,4058
58,4058
137,4059
71,4059
98,4059
130,4059
30,4060
147,4060
8,4060
115,4060
24,4061
84,4061
34,4061
141,4061
71,4062
140,4062
69,4062
68,4062
135,4063
138,4063
64,4063
126,4063
76,4064
125,4064
22,4064
35,4064
45,4065
121,4065
147,4065
24,4065
145,4066
143,4066
78,4066
74,4066
144,4067
29,4067
93,4067
53,4067
106,4068
85,4068
136,4068
31,4068
11,4069
1,4069
48,4069
138,4069
32,4070
87,4070
32,4070
53,4070
135,4071
128,4071
22,4071
55,4071
70,4072
31,4072
98,4072
116,4072
131,4073
109,4073
54,4073
85,4073
5,4074
4,4074
132,4074
31,4074
1,4075
39,4075
39,4075
138,4075
63,4076
59,4076
28,4076
17,4076
74,4077
112,4077
68,4077
39,4077
97,4078
10,4078
103,4078
105,4078
7,4079
46,4079
38,4079
32,4079
127,4080
52,4080
102,4080
46,4080
112,4081
114,4081
148,4081
114,4081
16,4082
1,4082
109,4082
89,4082
59,4083
86,4083
37,4083
39,4083
84,4084
17,4084
50,4084
140,4084
27,4085
58,4085
48,4085
77,4085
17,4086
107,4086
99,4086
27,4086
133,4087
23,4087
73,4087
6,4087
107,4088
10,4088
132,4088
89,4088
25,4089
5,4089
36,4089
148,4089
134,4090
83,4090
123,4090
87,4090
50,4091
36,4091
1,4091
57,4091
135,4092
51,4092
27,4092
79,4092
19,4093
28,4093
47,4093
17,4093
80,4094
12,4094
70,4094
58,4094
19,4095
61,4095
128,4095
60,4095
109,4096
102,4096
127,4096
1,4096
75,4097
91,4097
121,4097
148,4097
5,4098
66,4098
3,4098
128,4098
41,4099
82,4099
118,4099
107,4099
145,4100
52,4100
18,4100
61,4100
69,4101
6,4101
144,4101
71,4101
3,4102
114,4102
139,4102
85,4102
55,4103
58,4103
18,4103
92,4103
81,4104
110,4104
97,4104
13,4104
114,4105
137,4105
137,4105
84,4105
38,4106
10,4106
75,4106
86,4106
65,4107
87,4107
54,4107
58,4107
97,4108
16,4108
109,4108
142,4108
71,4109
115,4109
39,4109
90,4109
133,4110
37,4110
96,4110
138,4110
53,4111
92,4111
67,4111
93,4111
114,4112
77,4112
23,4112
13,4112
127,4113
105,4113
87,4113
28,4113
128,4114
113,4114
83,4114
75,4114
13,4115
47,4115
42,4115
58,4115
42,4116
125,4116
10,4116
73,4116
123,4117
74,4117
90,4117
135,4117
38,4118
89,4118
10,4118
7,4118
89,4119
131,4119
146,4119
45,4119
67,4120
107,4120
57,4120
30,4120
38,4121
114,4121
104,4121
137,4121
144,4122
110,4122
88,4122
45,4122
87,4123
134,4123
110,4123
94,4123
121,4124
124,4124
114,4124
147,4124
129,4125
53,4125
115,4125
68,4125
93,4126
113,4126
72,4126
30,4126
80,4127
116,4127
21,4127
62,4127
11,4128
126,4128
117,4128
28,4128
55,4129
19,4129
125,4129
146,4129
24,4130
69,4130
34,4130
83,4130
77,4131
46,4131
88,4131
126,4131
58,4132
120,4132
15,4132
8,4132
1,4133
55,4133
77,4133
131,4133
31,4134
79,4134
50,4134
40,4134
47,4135
81,4135
70,4135
100,4135
81,4136
137,4136
90,4136
22,4136
46,4137
105,4137
113,4137
64,4137
109,4138
18,4138
75,4138
140,4138
61,4139
8,4139
128,4139
3,4139
31,4140
119,4140
68,4140
71,4140
103,4141
89,4141
98,4141
109,4141
113,4142
102,4142
45,4142
16,4142
121,4143
116,4143
129,4143
79,4143
81,4144
83,4144
11,4144
120,4144
115,4145
111,4145
115,4145
68,4145
5,4146
19,4146
35,4146
6,4146
73,4147
120,4147
142,4147
30,4147
13,4148
88,4148
65,4148
143,4148
49,4149
40,4149
123,4149
111,4149
72,4150
114,4150
8,4150
30,4150
18,4151
60,4151
48,4151
120,4151
86,4152
15,4152
104,4152
36,4152
95,4153
9,4153
40,4153
49,4153
7,4154
123,4154
39,4154
21,4154
53,4155
76,4155
107,4155
5,4155
4,4156
142,4156
88,4156
61,4156
97,4157
23,4157
34,4157
84,4157
117,4158
56,4158
32,4158
34,4158
147,4159
18,4159
126,4159
50,4159
100,4160
148,4160
107,4160
112,4160
35,4161
100,4161
110,4161
81,4161
50,4162
145,4162
64,4162
129,4162
120,4163
123,4163
27,4163
92,4163
53,4164
44,4164
28,4164
80,4164
50,4165
30,4165
25,4165
94,4165
95,4166
70,4166
3,4166
74,4166
6,4167
112,4167
2,4167
85,4167
58,4168
15,4168
125,4168
76,4168
6,4169
113,4169
56,4169
102,4169
105,4170
146,4170
102,4170
110,4170
41,4171
68,4171
136,4171
67,4171
69,4172
93,4172
20,4172
143,4172
76,4173
48,4173
116,4173
16,4173
37,4174
93,4174
103,4174
28,4174
103,4175
127,4175
70,4175
139,4175
79,4176
131,4176
62,4176
132,4176
96,4177
16,4177
66,4177
99,4177
101,4178
43,4178
44,4178
36,4178
104,4179
46,4179
87,4179
53,4179
1,4180
49,4180
111,4180
137,4180
79,4181
23,4181
50,4181
140,4181
1,4182
109,4182
54,4182
147,4182
3,4183
44,4183
95,4183
83,4183
72,4184
22,4184
16,4184
101,4184
69,4185
142,4185
145,4185
17,4185
23,4186
105,4186
12,4186
133,4186
30,4187
70,4187
137,4187
13,4187
59,4188
113,4188
116,4188
17,4188
10,4189
71,4189
120,4189
46,4189
14,4190
54,4190
118,4190
35,4190
87,4191
90,4191
93,4191
69,4191
123,4192
137,4192
56,4192
4,4192
99,4193
144,4193
17,4193
140,4193
17,4194
75,4194
40,4194
104,4194
68,4195
106,4195
83,4195
75,4195
18,4196
6,4196
22,4196
93,4196
73,4197
104,4197
44,4197
15,4197
119,4198
138,4198
125,4198
68,4198
139,4199
18,4199
42,4199
106,4199
142,4200
113,4200
34,4200
121,4200
17,4201
20,4201
93,4201
141,4201
39,4202
11,4202
46,4202
34,4202
74,4203
147,4203
32,4203
50,4203
77,4204
126,4204
1,4204
76,4204
4,4205
22,4205
76,4205
140,4205
100,4206
102,4206
77,4206
93,4206
116,4207
18,4207
23,4207
137,4207
6,4208
43,4208
125,4208
101,4208
81,4209
30,4209
64,4209
135,4209
111,4210
17,4210
75,4210
65,4210
97,4211
112,4211
16,4211
18,4211
133,4212
145,4212
111,4212
147,4212
88,4213
113,4213
134,4213
148,4213
137,4214
121,4214
75,4214
111,4214
138,4215
143,4215
9,4215
90,4215
7,4216
95,4216
109,4216
91,4216
138,4217
117,4217
119,4217
7,4217
99,4218
57,4218
128,4218
110,4218
119,4219
26,4219
139,4219
6,4219
95,4220
39,4220
33,4220
96,4220
111,4221
7,4221
23,4221
125,4221
107,4222
54,4222
131,4222
143,4222
148,4223
133,4223
104,4223
45,4223
113,4224
70,4224
5,4224
20,4224
60,4225
143,4225
58,4225
137,4225
39,4226
5,4226
63,4226
27,4226
93,4227
19,4227
44,4227
122,4227
41,4228
66,4228
55,4228
25,4228
43,4229
101,4229
38,4229
101,4229
54,4230
9,4230
42,4230
125,4230
94,4231
13,4231
25,4231
82,4231
134,4232
87,4232
47,4232
98,4232
63,4233
10,4233
28,4233
95,4233
134,4234
137,4234
71,4234
146,4234
67,4235
72,4235
137,4235
116,4235
103,4236
102,4236
80,4236
61,4236
44,4237
2,4237
19,4237
46,4237
9,4238
115,4238
101,4238
123,4238
108,4239
64,4239
100,4239
127,4239
48,4240
40,4240
143,4240
104,4240
78,4241
143,4241
36,4241
90,4241
47,4242
146,4242
57,4242
91,4242
58,4243
12,4243
25,4243
127,4243
53,4244
145,4244
112,4244
86,4244
46,4245
7,4245
41,4245
15,4245
19,4246
89,4246
115,4246
99,4246
16,4247
79,4247
135,4247
62,4247
142,4248
46,4248
87,4248
24,4248
87,4249
146,4249
1,4249
131,4249
53,4250
15,4250
98,4250
12,4250
96,4251
21,4251
135,4251
53,4251
52,4252
59,4252
62,4252
35,4252
95,4253
68,4253
71,4253
68,4253
69,4254
20,4254
112,4254
21,4254
27,4255
114,4255
27,4255
130,4255
133,4256
115,4256
48,4256
118,4256
120,4257
25,4257
54,4257
12,4257
66,4258
93,4258
88,4258
106,4258
82,4259
82,4259
104,4259
56,4259
8,4260
31,4260
113,4260
125,4260
142,4261
23,4261
70,4261
110,4261
65,4262
26,4262
4,4262
88,4262
60,4263
88,4263
17,4263
83,4263
140,4264
34,4264
137,4264
92,4264
16,4265
82,4265
24,4265
47,4265
67,4266
36,4266
143,4266
122,4266
70,4267
57,4267
36,4267
29,4267
128,4268
81,4268
33,4268
69,4268
106,4269
124,4269
65,4269
36,4269
90,4270
6,4270
53,4270
126,4270
12,4271
44,4271
40,4271
71,4271
90,4272
18,4272
49,4272
111,4272
86,4273
148,4273
86,4273
98,4273
7,4274
138,4274
101,4274
38,4274
44,4275
117,4275
106,4275
120,4275
65,4276
77,4276
115,4276
79,4276
140,4277
133,4277
21,4277
107,4277
148,4278
73,4278
78,4278
30,4278
145,4279
9,4279
67,4279
25,4279
100,4280
40,4280
38,4280
25,4280
24,4281
57,4281
72,4281
102,4281
31,4282
128,4282
123,4282
134,4282
64,4283
21,4283
97,4283
123,4283
56,4284
123,4284
66,4284
32,4284
3,4285
53,4285
144,4285
45,4285
68,4286
104,4286
121,4286
9,4286
90,4287
68,4287
106,4287
141,4287
109,4288
126,4288
51,4288
61,4288
13,4289
122,4289
90,4289
38,4289
31,4290
124,4290
25,4290
120,4290
71,4291
41,4291
33,4291
138,4291
69,4292
1,4292
58,4292
69,4292
78,4293
11,4293
121,4293
123,4293
29,4294
122,4294
5,4294
81,4294
125,4295
117,4295
63,4295
98,4295
75,4296
81,4296
115,4296
14,4296
6,4297
31,4297
106,4297
93,4297
9,4298
113,4298
37,4298
121,4298
102,4299
57,4299
15,4299
104,4299
142,4300
42,4300
25,4300
44,4300
64,4301
5,4301
120,4301
52,4301
55,4302
141,4302
123,4302
57,4302
118,4303
20,4303
133,4303
129,4303
118,4304
65,4304
84,4304
18,4304
33,4305
66,4305
6,4305
37,4305
21,4306
17,4306
144,4306
110,4306
107,4307
88,4307
104,4307
104,4307
120,4308
58,4308
52,4308
56,4308
103,4309
85,4309
132,4309
105,4309
126,4310
68,4310
117,4310
114,4310
76,4311
148,4311
138,4311
49,4311
116,4312
102,4312
48,4312
105,4312
81,4313
61,4313
113,4313
117,4313
89,4314
13,4314
54,4314
62,4314
62,4315
23,4315
16,4315
93,4315
94,4316
15,4316
129,4316
61,4316
51,4317
119,4317
1,4317
43,4317
88,4318
110,4318
111,4318
3,4318
137,4319
10,4319
14,4319
44,4319
148,4320
97,4320
44,4320
32,4320
35,4321
147,4321
108,4321
101,4321
148,4322
70,4322
145,4322
117,4322
64,4323
33,4323
5,4323
65,4323
127,4324
4,4324
107,4324
112,4324
131,4325
90,4325
136,4325
37,4325
117,4326
134,4326
123,4326
38,4326
60,4327
143,4327
56,4327
129,4327
116,4328
115,4328
61,4328
84,4328
20,4329
27,4329
35,4329
131,4329
22,4330
124,4330
148,4330
66,4330
123,4331
37,4331
139,4331
91,4331
48,4332
67,4332
130,4332
96,4332
127,4333
129,4333
102,4333
25,4333
102,4334
144,4334
99,4334
122,4334
62,4335
82,4335
2,4335
119,4335
115,4336
52,4336
129,4336
45,4336
6,4337
25,4337
55,4337
65,4337
25,4338
92,4338
11,4338
112,4338
103,4339
38,4339
135,4339
13,4339
16,4340
117,4340
110,4340
137,4340
79,4341
77,4341
105,4341
8,4341
23,4342
127,4342
54,4342
30,4342
93,4343
122,4343
53,4343
3,4343
37,4344
131,4344
106,4344
28,4344
28,4345
41,4345
79,4345
22,4345
106,4346
81,4346
107,4346
92,4346
70,4347
24,4347
105,4347
137,4347
98,4348
103,4348
102,4348
7,4348
106,4349
138,4349
137,4349
68,4349
61,4350
103,4350
114,4350
87,4350
105,4351
81,4351
72,4351
34,4351
50,4352
50,4352
69,4352
25,4352
109,4353
51,4353
25,4353
128,4353
47,4354
25,4354
21,4354
99,4354
57,4355
9,4355
94,4355
106,4355
77,4356
94,4356
123,4356
55,4356
93,4357
19,4357
4,4357
20,4357
6,4358
141,4358
66,4358
138,4358
74,4359
30,4359
95,4359
53,4359
92,4360
30,4360
136,4360
66,4360
81,4361
78,4361
144,4361
67,4361
18,4362
123,4362
9,4362
14,4362
65,4363
86,4363
53,4363
18,4363
63,4364
132,4364
133,4364
77,4364
20,4365
57,4365
90,4365
99,4365
97,4366
109,4366
58,4366
89,4366
4,4367
123,4367
22,4367
59,4367
123,4368
126,4368
91,4368
66,4368
41,4369
30,4369
132,4369
49,4369
55,4370
70,4370
14,4370
85,4370
124,4371
11,4371
30,4371
81,4371
130,4372
103,4372
2,4372
25,4372
84,4373
104,4373
32,4373
78,4373
84,4374
61,4374
30,4374
95,4374
77,4375
3,4375
86,4375
54,4375
144,4376
107,4376
48,4376
97,4376
79,4377
128,4377
74,4377
79,4377
64,4378
54,4378
85,4378
66,4378
53,4379
81,4379
37,4379
84,4379
107,4380
16,4380
112,4380
5,4380
22,4381
67,4381
60,4381
110,4381
48,4382
9,4382
85,4382
102,4382
85,4383
20,4383
76,4383
67,4383
11,4384
8,4384
57,4384
89,4384
113,4385
103,4385
21,4385
146,4385
25,4386
25,4386
30,4386
36,4386
122,4387
46,4387
20,4387
94,4387
34,4388
12,4388
72,4388
110,4388
4,4389
97,4389
94,4389
102,4389
46,4390
148,4390
16,4390
88,4390
143,4391
132,4391
36,4391
62,4391
12,4392
24,4392
12,4392
145,4392
77,4393
94,4393
83,4393
85,4393
6,4394
139,4394
24,4394
77,4394
33,4395
40,4395
127,4395
52,4395
130,4396
120,4396
140,4396
31,4396
102,4397
17,4397
86,4397
44,4397
6,4398
116,4398
80,4398
8,4398
110,4399
47,4399
95,4399
18,4399
41,4400
10,4400
53,4400
133,4400
49,4401
78,4401
148,4401
103,4401
90,4402
15,4402
99,4402
80,4402
19,4403
85,4403
146,4403
98,4403
73,4404
58,4404
31,4404
2,4404
93,4405
133,4405
132,4405
104,4405
52,4406
122,4406
10,4406
124,4406
124,4407
92,4407
111,4407
114,4407
86,4408
147,4408
107,4408
117,4408
145,4409
40,4409
118,4409
102,4409
81,4410
31,4410
53,4410
96,4410
100,4411
120,4411
148,4411
97,4411
121,4412
72,4412
110,4412
68,4412
82,4413
61,4413
112,4413
22,4413
9,4414
130,4414
31,4414
141,4414
40,4415
110,4415
38,4415
141,4415
36,4416
129,4416
127,4416
7,4416
20,4417
131,4417
26,4417
109,4417
99,4418
25,4418
55,4418
15,4418
78,4419
115,4419
119,4419
122,4419
79,4420
68,4420
147,4420
39,4420
10,4421
15,4421
50,4421
136,4421
46,4422
53,4422
120,4422
138,4422
123,4423
11,4423
137,4423
106,4423
138,4424
122,4424
112,4424
95,4424
50,4425
57,4425
68,4425
19,4425
50,4426
126,4426
23,4426
139,4426
17,4427
26,4427
27,4427
8,4427
92,4428
37,4428
20,4428
28,4428
106,4429
124,4429
62,4429
112,4429
83,4430
27,4430
21,4430
71,4430
44,4431
10,4431
53,4431
146,4431
23,4432
10,4432
33,4432
22,4432
38,4433
93,4433
55,4433
69,4433
117,4434
57,4434
52,4434
89,4434
80,4435
123,4435
39,4435
5,4435
99,4436
115,4436
6,4436
44,4436
123,4437
80,4437
11,4437
114,4437
68,4438
62,4438
125,4438
14,4438
49,4439
73,4439
28,4439
82,4439
54,4440
119,4440
126,4440
58,4440
98,4441
108,4441
144,4441
141,4441
58,4442
125,4442
38,4442
111,4442
35,4443
31,4443
123,4443
105,4443
35,4444
58,4444
146,4444
72,4444
19,4445
107,4445
147,4445
67,4445
67,4446
148,4446
3,4446
82,4446
113,4447
65,4447
115,4447
71,4447
98,4448
24,4448
80,4448
44,4448
64,4449
95,4449
140,4449
27,4449
104,4450
8,4450
113,4450
44,4450
92,4451
52,4451
19,4451
41,4451
86,4452
72,4452
70,4452
79,4452
101,4453
29,4453
61,4453
136,4453
98,4454
82,4454
115,4454
12,4454
143,4455
14,4455
70,4455
29,4455
34,4456
134,4456
76,4456
107,4456
27,4457
16,4457
64,4457
41,4457
6,4458
7,4458
142,4458
19,4458
96,4459
92,4459
22,4459
102,4459
72,4460
82,4460
102,4460
111,4460
39,4461
56,4461
35,4461
34,4461
103,4462
93,4462
2,4462
138,4462
38,4463
41,4463
1,4463
88,4463
132,4464
35,4464
32,4464
16,4464
136,4465
135,4465
71,4465
119,4465
48,4466
144,4466
21,4466
1,4466
116,4467
67,4467
131,4467
24,4467
126,4468
16,4468
18,4468
92,4468
79,4469
12,4469
18,4469
14,4469
94,4470
17,4470
97,4470
118,4470
77,4471
23,4471
125,4471
47,4471
147,4472
63,4472
131,4472
62,4472
108,4473
14,4473
134,4473
35,4473
142,4474
68,4474
80,4474
112,4474
14,4475
16,4475
54,4475
55,4475
100,4476
41,4476
141,4476
136,4476
46,4477
35,4477
102,4477
22,4477
113,4478
67,4478
111,4478
20,4478
77,4479
37,4479
73,4479
145,4479
57,4480
77,4480
127,4480
83,4480
69,4481
142,4481
126,4481
32,4481
68,4482
108,4482
99,4482
86,4482
138,4483
55,4483
26,4483
93,4483
98,4484
126,4484
127,4484
123,4484
34,4485
86,4485
124,4485
82,4485
110,4486
145,4486
90,4486
89,4486
130,4487
74,4487
45,4487
94,4487
119,4488
100,4488
101,4488
74,4488
103,4489
45,4489
23,4489
142,4489
112,4490
143,4490
64,4490
17,4490
32,4491
35,4491
53,4491
73,4491
122,4492
35,4492
117,4492
25,4492
79,4493
64,4493
140,4493
52,4493
148,4494
86,4494
107,4494
35,4494
29,4495
24,4495
1,4495
82,4495
21,4496
35,4496
139,4496
31,4496
148,4497
10,4497
122,4497
43,4497
123,4498
2,4498
5,4498
53,4498
44,4499
86,4499
9,4499
89,4499
130,4500
6,4500
76,4500
64,4500
31,4501
98,4501
125,4501
137,4501
63,4502
12,4502
25,4502
70,4502
89,4503
40,4503
82,4503
27,4503
7,4504
104,4504
78,4504
112,4504
108,4505
96,4505
29,4505
138,4505
147,4506
28,4506
23,4506
124,4506
92,4507
13,4507
105,4507
55,4507
132,4508
120,4508
8,4508
40,4508
8,4509
120,4509
79,4509
102,4509
10,4510
110,4510
76,4510
128,4510
49,4511
74,4511
131,4511
122,4511
11,4512
69,4512
132,4512
8,4512
104,4513
148,4513
52,4513
46,4513
61,4514
66,4514
148,4514
98,4514
9,4515
101,4515
85,4515
81,4515
128,4516
77,4516
68,4516
38,4516
120,4517
76,4517
89,4517
70,4517
79,4518
79,4518
54,4518
52,4518
13,4519
3,4519
20,4519
126,4519
115,4520
137,4520
79,4520
93,4520
28,4521
4,4521
59,4521
134,4521
45,4522
11,4522
47,4522
113,4522
100,4523
55,4523
35,4523
36,4523
49,4524
45,4524
125,4524
141,4524
32,4525
66,4525
133,4525
86,4525
35,4526
31,4526
31,4526
35,4526
54,4527
17,4527
10,4527
53,4527
142,4528
23,4528
79,4528
114,4528
52,4529
8,4529
79,4529
67,4529
25,4530
82,4530
123,4530
28,4530
8,4531
29,4531
139,4531
105,4531
28,4532
89,4532
56,4532
145,4532
103,4533
139,4533
52,4533
115,4533
80,4534
3,4534
138,4534
95,4534
133,4535
5,4535
2,4535
129,4535
125,4536
76,4536
47,4536
91,4536
8,4537
139,4537
86,4537
91,4537
18,4538
3,4538
74,4538
117,4538
28,4539
116,4539
83,4539
132,4539
99,4540
134,4540
133,4540
139,4540
3,4541
146,4541
78,4541
31,4541
140,4542
88,4542
88,4542
35,4542
29,4543
15,4543
97,4543
62,4543
60,4544
127,4544
130,4544
21,4544
75,4545
101,4545
99,4545
92,4545
46,4546
148,4546
11,4546
32,4546
121,4547
5,4547
64,4547
11,4547
142,4548
80,4548
115,4548
132,4548
108,4549
60,4549
33,4549
112,4549
103,4550
2,4550
136,4550
123,4550
39,4551
32,4551
83,4551
91,4551
130,4552
146,4552
94,4552
136,4552
25,4553
88,4553
1,4553
97,4553
79,4554
37,4554
145,4554
17,4554
124,4555
8,4555
42,4555
46,4555
68,4556
86,4556
146,4556
94,4556
68,4557
142,4557
53,4557
112,4557
102,4558
50,4558
127,4558
136,4558
106,4559
142,4559
110,4559
145,4559
148,4560
147,4560
20,4560
68,4560
116,4561
9,4561
62,4561
141,4561
50,4562
24,4562
129,4562
132,4562
2,4563
31,4563
148,4563
33,4563
94,4564
101,4564
10,4564
81,4564
69,4565
42,4565
16,4565
23,4565
124,4566
147,4566
125,4566
25,4566
62,4567
60,4567
6,4567
21,4567
119,4568
30,4568
124,4568
43,4568
96,4569
144,4569
32,4569
65,4569
129,4570
52,4570
21,4570
137,4570
63,4571
50,4571
146,4571
14,4571
69,4572
114,4572
18,4572
25,4572
94,4573
24,4573
56,4573
27,4573
127,4574
84,4574
55,4574
97,4574
61,4575
86,4575
7,4575
109,4575
35,4576
2,4576
42,4576
85,4576
85,4577
118,4577
101,4577
109,4577
101,4578
110,4578
115,4578
129,4578
32,4579
61,4579
98,4579
26,4579
131,4580
48,4580
138,4580
31,4580
118,4581
4,4581
137,4581
64,4581
111,4582
121,4582
113,4582
78,4582
24,4583
123,4583
84,4583
51,4583
59,4584
31,4584
73,4584
6,4584
2,4585
13,4585
45,4585
22,4585
109,4586
38,4586
120,4586
3,4586
43,4587
103,4587
84,4587
38,4587
6,4588
52,4588
63,4588
118,4588
80,4589
105,4589
81,4589
70,4589
62,4590
94,4590
2,4590
26,4590
61,4591
9,4591
111,4591
136,4591
100,4592
70,4592
134,4592
57,4592
14,4593
110,4593
59,4593
12,4593
16,4594
51,4594
78,4594
98,4594
108,4595
128,4595
31,4595
34,4595
15,4596
124,4596
47,4596
113,4596
22,4597
123,4597
141,4597
116,4597
115,4598
30,4598
105,4598
41,4598
72,4599
22,4599
141,4599
83,4599
126,4600
106,4600
132,4600
122,4600
131,4601
52,4601
122,4601
96,4601
111,4602
54,4602
7,4602
122,4602
117,4603
3,4603
2,4603
35,4603
127,4604
31,4604
112,4604
78,4604
95,4605
53,4605
62,4605
133,4605
71,4606
35,4606
112,4606
130,4606
5,4607
50,4607
106,4607
147,4607
115,4608
54,4608
26,4608
27,4608
108,4609
82,4609
106,4609
94,4609
75,4610
81,4610
22,4610
41,4610
75,4611
39,4611
93,4611
112,4611
79,4612
81,4612
134,4612
136,4612
15,4613
65,4613
145,4613
51,4613
10,4614
94,4614
79,4614
41,4614
95,4615
141,4615
